name,phone,website,email,email_verification,founder,district,source,email_source
Nehir İstanbul Pazarlama Ltd.,+90 545 728 80 18,https://www.nehiristanbulpa.info.tr,gayrimenkul@nehiristanbulpa.info.tr,BAD,Ömer Doğan,Esenyurt,Generated Database,Generated
Çağdaş Konut San. Tic. A.Ş.,+90 535 823 83 40,https://www.cagdaskonutsant.com,istanbul.consultant@cagdaskonutsant.com,BAD,,Esenyurt,Generated Database,Generated
Hearth Yatırım Ltd. Şti.,+90 216 838 49 13,https://www.hearthyatirimst.org.tr,emlak@hearthyatirimst.org.tr,BAD,,Esenyurt,Generated Database,Generated
Prima İnşaat,+90 532 398 69 80,https://www.primainsaat.com.tr,ist.satis@primainsaat.com.tr,BAD,Filiz Demir,Esenyurt,Generated Database,Generated
Millet Yeşil Residence San. Tic. A.Ş.,+90 533 137 15 26,https://www.milletyesilresi.net.tr,contact@milletyesilresi.net.tr,BAD,Mehmet Güven,Esenyurt,Generated Database,Generated
Güvenli Kiralama,+90 531 744 22 41,https://www.guvenlikiralama.net.tr,ofis@guvenlikiralama.net.tr,BAD,Ahmet Güven,Esenyurt,Generated Database,Generated
Select Gayrimenkul Gayrimenkul A.Ş.,+90 532 556 63 46,,info@selectas.com,BAD,Fatma Kurt,Esenyurt,Generated Database,Generated
Crown Project Gayrimenkul A.Ş.,+90 547 105 52 94,https://www.crownprojectas.com,ofis@crownprojectas.com,BAD,,Esenyurt,Generated Database,Generated
İş Development A.Ş.,+90 530 433 15 66,,destek@isdevelopmentas.org.tr,BAD,Can Aydın,Esenyurt,Generated Database,Generated
Doğru Project San. Tic. A.Ş.,+90 530 256 72 70,,emlak@dogruprojectas.net.tr,BAD,İsmail Kurt,Esenyurt,Generated Database,Generated
Endüstri Gold Danışmanlık Yatırım A.Ş.,+90 536 157 22 57,https://www.endustrigolddan.info.tr,musteri@endustrigolddan.info.tr,BAD,Can Kılıç,Esenyurt,Generated Database,Generated
Tepe Yapı Gayrimenkul A.Ş.,+90 537 877 30 85,https://www.tepeyapias.info.tr,support@tepeyapias.info.tr,BAD,Sevil Türk,Esenyurt,Generated Database,Generated
Home Project,+90 216 396 28 79,https://www.homeproject.com.tr,genel@homeproject.com.tr,BAD,,Esenyurt,Generated Database,Generated
Beyoğlu Yatırım Ltd.,+90 544 744 57 71,https://www.beyogluyatirim.com.tr,ist.gayrimenkul@beyogluyatirim.com.tr,BAD,Burak Özdemir,Esenyurt,Generated Database,Generated
Halk Pazarlama San. Tic. A.Ş.,+90 545 806 90 41,https://www.halkpazarlamasa.info.tr,contact@halkpazarlamasa.info.tr,BAD,Deniz Yılmaz,Esenyurt,Generated Database,Generated
Millet Hakiki Yatırım İnş. San. Tic. Ltd. Şti.,+90 547 129 77 91,https://www.millethakikiyat.org.tr,office@millethakikiyat.org.tr,BAD,Cem Öztürk,Esenyurt,Generated Database,Generated
Green Sales A.Ş.,+90 530 882 30 70,https://www.greensalesas.com,sales1@greensalesas.com,BAD,,Esenyurt,Generated Database,Generated
Platinum Güven Residence A.Ş.,+90 534 123 72 86,https://www.platinumguvenre.com.tr,ofis.ist@platinumguvenre.com.tr,BAD,Efe Güler,Esenyurt,Generated Database,Generated
Elite Marketing Ltd. Şti.,+90 533 736 83 93,https://www.elitemarketings.info.tr,bilgi@elitemarketings.info.tr,BAD,Elif Kurt,Esenyurt,Generated Database,Generated
Royal Beyoğlu Pazarlama Ltd. Şti.,+90 549 937 13 42,https://www.royalbeyoglupaz.com,bilgi.tr@royalbeyoglupaz.com,BAD,Erkan Çelik,Esenyurt,Generated Database,Generated
Digital Sales Yatırım A.Ş.,+90 541 658 47 89,https://www.digitalsalesyat.info.tr,danisan@digitalsalesyat.info.tr,BAD,,Esenyurt,Generated Database,Generated
Strong Sales Yatırım A.Ş.,+90 216 370 95 91,,bilgi@strongsalesyati.net.tr,BAD,Emre Çetin,Esenyurt,Generated Database,Generated
Trust Proje Ltd. Şti.,+90 212 949 87 87,https://www.trustprojesti.com.tr,contact@trustprojesti.com.tr,BAD,Gül Tuncer,Esenyurt,Generated Database,Generated
Merkez Danışmanlık Yatırım A.Ş.,+90 535 792 38 48,https://www.merkezdanismanl.com.tr,support.tr@merkezdanismanl.com.tr,BAD,Cem Öztürk,Esenyurt,Generated Database,Generated
Deniz İnşaat İnşaat Ltd. Şti.,+90 547 128 61 62,https://www.denizinsaatinsa.org.tr,emlak@denizinsaatinsa.org.tr,BAD,Mustafa Türk,Eyüpsultan,Generated Database,Generated
Next Proje İnşaat Ltd. Şti.,+90 216 888 23 46,,satis@nextprojeinsaat.info.tr,BAD,Erkan Öztürk,Eyüpsultan,Generated Database,Generated
Hill Gold Proje,+90 542 397 44 70,https://www.hillgoldproje.net.tr,danisan.ist@hillgoldproje.net.tr,BAD,Onur Ateş,Eyüpsultan,Generated Database,Generated
Finest Konut Ltd.,+90 212 732 66 58,https://www.finestkonut.com,bilgi@finestkonut.com,BAD,İbrahim Kurt,Eyüpsultan,Generated Database,Generated
Diamond Kiralama Yatırım A.Ş.,+90 540 550 31 58,,ofis@diamondkiralama.net.tr,BAD,Onur Türk,Eyüpsultan,Generated Database,Generated
Ege Sales A.Ş.,+90 548 922 99 24,https://www.egesalesas.info.tr,general@egesalesas.info.tr,BAD,,Eyüpsultan,Generated Database,Generated
House Kalkınma Marketing Ltd. Şti.,+90 212 376 93 72,https://www.housekalkinmama.info.tr,sales.tr@housekalkinmama.info.tr,BAD,Fatih Kılıç,Eyüpsultan,Generated Database,Generated
Valley Residence Gayrimenkul A.Ş.,+90 539 507 31 56,https://www.valleyresidence.net.tr,istanbul.direktor@valleyresidence.net.tr,BAD,Mehmet Demir,Eyüpsultan,Generated Database,Generated
Asia Development Gayrimenkul A.Ş.,+90 541 569 86 32,https://www.asiadevelopment.org.tr,emlak@asiadevelopment.org.tr,BAD,Serpil Şahin,Eyüpsultan,Generated Database,Generated
Quality Gayrimenkul İnşaat Ltd. Şti.,+90 533 336 62 71,https://www.qualityinsaatst.org.tr,manager@qualityinsaatst.org.tr,BAD,Kaan Aksoy,Eyüpsultan,Generated Database,Generated
Tepe Kalkınma Danışmanlık Ltd. Şti.,+90 536 928 66 56,https://www.tepekalkinmadan.org.tr,destek@tepekalkinmadan.org.tr,BAD,Can Korkmaz,Eyüpsultan,Generated Database,Generated
Smart Project Ltd. Şti.,+90 212 882 16 75,https://www.smartprojectsti.info.tr,danisan@smartprojectsti.info.tr,BAD,Fatih Çakır,Eyüpsultan,Generated Database,Generated
Nehir Marketing Ltd. Şti.,+90 216 766 80 85,https://www.nehirmarketings.com.tr,contact@nehirmarketings.com.tr,BAD,Fatih Kara,Eyüpsultan,Generated Database,Generated
Marmara Satış İnşaat Ltd. Şti.,+90 216 421 32 22,,support@marmarasatisins.info.tr,BAD,Ömer Kılıç,Eyüpsultan,Generated Database,Generated
Solid Yapı Ltd. Şti.,+90 534 643 33 79,https://www.solidyapisti.com,ist.gayrimenkul@solidyapisti.com,BAD,,Eyüpsultan,Generated Database,Generated
İş VIP Satış Ltd.,+90 540 911 93 25,,danisan@isvipsatis.org.tr,BAD,,Eyüpsultan,Generated Database,Generated
Europe Silver Gayrimenkul A.Ş.,+90 536 349 24 77,,servis.ist@europesilveras.net.tr,BAD,Emine Çakır,Eyüpsultan,Generated Database,Generated
Aile Garden Emlak A.Ş.,+90 546 180 17 42,https://www.ailegardenas.com,director@ailegardenas.com,BAD,Abdullah Yılmaz,Eyüpsultan,Generated Database,Generated
Doğru İnşaat Gayrimenkul A.Ş.,+90 539 231 41 32,https://www.dogruinsaatas.org.tr,musteri@dogruinsaatas.org.tr,BAD,Ali Çetin,Eyüpsultan,Generated Database,Generated
Garden Karadeniz İnşaat A.Ş.,+90 543 157 26 72,https://www.gardenkaradeniz.com,office.tr@gardenkaradeniz.com,BAD,,Eyüpsultan,Generated Database,Generated
Excellence Yatırım İnş. San. Tic. Ltd. Şti.,+90 541 980 95 25,https://www.excellenceyatir.com,consultant@excellenceyatir.com,BAD,,Eyüpsultan,Generated Database,Generated
Göl Kiralama Yatırım A.Ş.,+90 212 319 96 25,,info1@golkiralamayati.com,BAD,Osman Aksoy,Eyüpsultan,Generated Database,Generated
VIP Sales Ltd.,+90 538 570 77 32,https://www.vipsales.com.tr,ist.destek@vipsales.com.tr,BAD,Mustafa Korkmaz,Eyüpsultan,Generated Database,Generated
Aile VIP Development Ltd. Şti.,+90 542 301 16 46,,contact@ailevipdevelopm.info.tr,BAD,Fatma Demir,Eyüpsultan,Generated Database,Generated
Kesin Danışmanlık İnşaat Ltd. Şti.,+90 212 755 78 22,https://www.kesindanismanli.net.tr,consultant@kesindanismanli.net.tr,BAD,,Eyüpsultan,Generated Database,Generated
Excellence Investment Yatırım A.Ş.,+90 539 181 22 96,https://www.excellenceinves.org.tr,direktor@excellenceinves.org.tr,BAD,Hacer Korkmaz,Fatih,Generated Database,Generated
Anadolu Marketing Ltd.,+90 543 438 39 53,https://www.anadolumarketin.net.tr,iletisim@anadolumarketin.net.tr,BAD,,Fatih,Generated Database,Generated
Güvenli Doğru Rental Ltd.,+90 535 721 84 23,https://www.guvenlidogruren.net.tr,danisan@guvenlidogruren.net.tr,BAD,Hasan Işık,Fatih,Generated Database,Generated
Karadeniz Development İnş. San. Tic. Ltd. Şti.,+90 549 345 15 43,,sales@karadenizdevelo.org.tr,BAD,Filiz Öztürk,Fatih,Generated Database,Generated
Nehir People Real Estate Gayrimenkul A.Ş.,+90 549 498 52 14,https://www.nehirpeopleas.info.tr,genel@nehirpeopleas.info.tr,BAD,Hasan Aydın,Fatih,Generated Database,Generated
Select İnşaat Ltd. Şti.,+90 538 593 21 49,https://www.selectinsaatsti.net.tr,musteri@selectinsaatsti.net.tr,BAD,Tülay Erdoğan,Fatih,Generated Database,Generated
Gold Park Consulting İnş. San. Tic. Ltd. Şti.,+90 212 389 23 54,https://www.goldparkconsult.info.tr,support@goldparkconsult.info.tr,BAD,,Fatih,Generated Database,Generated
Bosphorus Konut Ltd. Şti.,+90 547 452 65 36,https://www.bosphoruskonuts.com,gayrimenkul@bosphoruskonuts.com,BAD,,Fatih,Generated Database,Generated
Digital Proje San. Tic. A.Ş.,+90 538 544 65 72,,director@digitalprojeas.com.tr,BAD,Ömer Yılmaz,Fatih,Generated Database,Generated
Korporat Consulting Ltd. Şti.,+90 541 135 56 66,https://www.korporatconsult.info.tr,direktor.tr@korporatconsult.info.tr,BAD,Mustafa Yıldız,Fatih,Generated Database,Generated
İş Smart İnşaat,+90 216 569 19 72,https://www.issmartinsaat.org.tr,consultant@issmartinsaat.org.tr,BAD,,Fatih,Generated Database,Generated
Kesin Aile Konsultant İnş. San. Tic. Ltd. Şti.,+90 212 980 14 18,https://www.kesinailekonsul.net.tr,consultant@kesinailekonsul.net.tr,BAD,,Fatih,Generated Database,Generated
Beyoğlu Valley Development İnşaat Ltd. Şti.,+90 548 471 58 53,https://www.beyogluvalleyde.org.tr,direktor@beyogluvalleyde.org.tr,BAD,Merve Güven,Fatih,Generated Database,Generated
Galata Yatırım Ltd.,+90 216 578 89 68,https://www.galatayatirim.org.tr,destek@galatayatirim.org.tr,BAD,Serap Türk,Fatih,Generated Database,Generated
Merkez Göl Investment Gayrimenkul A.Ş.,+90 216 705 45 82,https://www.merkezgolinvest.org.tr,contact@merkezgolinvest.org.tr,BAD,Ahmet Korkmaz,Fatih,Generated Database,Generated
Akdeniz Lake Project,+90 541 823 30 24,https://www.akdenizlakeproj.com.tr,manager@akdenizlakeproj.com.tr,BAD,Nilgün Güler,Fatih,Generated Database,Generated
Göl Danışmanlık İnşaat Ltd. Şti.,+90 545 561 19 12,,support@goldanismanliki.org.tr,BAD,,Fatih,Generated Database,Generated
Quality İnşaat Yatırım A.Ş.,+90 216 668 80 43,https://www.qualityinsaatya.info.tr,destek@qualityinsaatya.info.tr,BAD,Abdullah Ateş,Fatih,Generated Database,Generated
Safe Proje İnşaat Ltd. Şti.,+90 549 219 47 46,https://www.safeprojeinsaat.net.tr,mudur1@safeprojeinsaat.net.tr,BAD,,Fatih,Generated Database,Generated
Ocak Konut Ltd. Şti.,+90 545 248 97 17,https://www.ocakkonutsti.net.tr,danisan@ocakkonutsti.net.tr,BAD,Deniz Polat,Fatih,Generated Database,Generated
Home Konsultant,+90 212 620 93 16,https://www.homekonsultant.com.tr,service@homekonsultant.com.tr,BAD,Ahmet Demir,Fatih,Generated Database,Generated
Güven İnşaat Gayrimenkul A.Ş.,+90 539 537 44 28,https://www.guveninsaatas.com.tr,e-postainfo@guveninsaatas.com.tr,BAD,,Beşiktaş,Generated Database,Scraped
Industry Konut İnş. San. Tic. Ltd. Şti.,+90 534 931 23 32,https://www.industrykonutin.com.tr,contact@industrykonutin.com.tr,BAD,Erkan Öztürk,Fatih,Generated Database,Generated
Luxury Emlak San. Tic. A.Ş.,+90 538 722 33 32,,support.ist@luxuryas.info.tr,BAD,İsmail Tuncer,Fatih,Generated Database,Generated
Kesin Family Yapı San. Tic. A.Ş.,+90 544 871 38 20,,director@kesinfamilyyapi.com.tr,BAD,Merve Aktaş,Fatih,Generated Database,Generated
Yeşil Pazarlama Gayrimenkul A.Ş.,+90 544 101 49 59,https://www.yesilpazarlamaa.com.tr,mudur@yesilpazarlamaa.com.tr,BAD,,Fatih,Generated Database,Generated
Göl Sea Investment Gayrimenkul A.Ş.,+90 548 274 72 10,https://www.golseainvestmen.com,ist.service@golseainvestmen.com,BAD,Fatih Tuncer,Fatih,Generated Database,Generated
Boğaziçi Sales,+90 216 316 37 41,https://www.bogazicisales.com,contact@bogazicisales.com,BAD,Erkan Aydın,Fatih,Generated Database,Generated
Bizim Development,+90 535 833 85 25,https://www.bizimdevelopmen.info.tr,bilgi@bizimdevelopmen.info.tr,BAD,,Gaziosmanpaşa,Generated Database,Generated
Future Konsultant Ltd. Şti.,+90 531 329 74 55,https://www.futurekonsultan.net.tr,emlak@futurekonsultan.net.tr,BAD,Can Çetin,Gaziosmanpaşa,Generated Database,Generated
Merkez Sales A.Ş.,+90 212 560 21 28,https://www.merkezsalesas.com,contact@merkezsalesas.com,BAD,Abdullah Ateş,Gaziosmanpaşa,Generated Database,Generated
Orman Emlak,+90 537 635 46 54,,general@orman.net.tr,BAD,Selin Aydın,Gaziosmanpaşa,Generated Database,Generated
Secure Consulting Ltd. Şti.,+90 212 943 18 92,https://www.secureconsultin.com,service@secureconsultin.com,BAD,Murat Kurt,Gaziosmanpaşa,Generated Database,Generated
Trust Sea Project Yatırım A.Ş.,+90 540 694 40 33,https://www.trustseaproject.org.tr,bilgi@trustseaproject.org.tr,BAD,Emine Ateş,Gaziosmanpaşa,Generated Database,Generated
İleri Crown Investment Ltd. Şti.,+90 549 359 68 86,https://www.ilericrowninves.com.tr,admin@ilericrowninves.com.tr,BAD,Abdullah Demir,Gaziosmanpaşa,Generated Database,Generated
Strong Geliştirme İnşaat Ltd. Şti.,+90 212 559 15 71,,destek@stronggelistirm.net.tr,BAD,Serkan Özdemir,Gaziosmanpaşa,Generated Database,Generated
Akdeniz Satış İnşaat Ltd. Şti.,+90 534 689 99 98,https://www.akdenizsatisins.com.tr,musteri@akdenizsatisins.com.tr,BAD,Selin Yıldız,Gaziosmanpaşa,Generated Database,Generated
Karadeniz Satış Gayrimenkul A.Ş.,+90 216 564 49 10,https://www.karadenizsatisa.com,admin@karadenizsatisa.com,BAD,Ahmet Korkmaz,Gaziosmanpaşa,Generated Database,Generated
Valley Konsultant,+90 543 512 97 29,,istanbul.admin@valleykonsultan.com,BAD,Ali Demir,Gaziosmanpaşa,Generated Database,Generated
Ev Yapı İnş. San. Tic. Ltd. Şti.,+90 216 666 60 85,https://www.evyapiinssantic.info.tr,musteri@evyapiinssantic.info.tr,BAD,Ahmet Arslan,Gaziosmanpaşa,Generated Database,Generated
People Yapı A.Ş.,+90 540 735 33 84,https://www.peopleyapias.net.tr,sales@peopleyapias.net.tr,BAD,Filiz Çakır,Gaziosmanpaşa,Generated Database,Generated
Modern Nehir Konut,+90 534 674 99 96,,bilgi.ist@modernnehirkonu.com.tr,BAD,Pınar Türk,Gaziosmanpaşa,Generated Database,Generated
Emin Konsultant A.Ş.,+90 541 128 84 77,,support@eminkonsultanta.net.tr,BAD,Hasan Kara,Gaziosmanpaşa,Generated Database,Generated
Ev Residence San. Tic. A.Ş.,+90 216 309 58 96,https://www.evresidencesant.com,consultant@evresidencesant.com,BAD,,Gaziosmanpaşa,Generated Database,Generated
Gold Project İnş. San. Tic. Ltd. Şti.,+90 537 441 68 75,https://www.goldprojectinss.info.tr,danisan@goldprojectinss.info.tr,BAD,Osman Demir,Gaziosmanpaşa,Generated Database,Generated
Family Vadi Real Estate A.Ş.,+90 216 341 25 62,https://www.familyvadias.com.tr,ist.servis@familyvadias.com.tr,BAD,İsmail Arslan,Gaziosmanpaşa,Generated Database,Generated
Akdeniz Geliştirme İnşaat Ltd. Şti.,+90 533 642 33 84,,general@akdenizgelistir.info.tr,BAD,Erkan Doğan,Gaziosmanpaşa,Generated Database,Generated
Orman VIP Gayrimenkul İnşaat Ltd. Şti.,+90 216 824 71 57,,info@ormanvipinsaats.com.tr,BAD,,Gaziosmanpaşa,Generated Database,Generated
Marmara Konsultant Ltd.,+90 548 748 79 24,https://www.marmarakonsulta.org.tr,admin@marmarakonsulta.org.tr,BAD,,Gaziosmanpaşa,Generated Database,Generated
Güvenli Geliştirme İnş. San. Tic. Ltd. Şti.,+90 216 384 19 37,,direktor@guvenligelistir.com,BAD,Osman Aslan,Gaziosmanpaşa,Generated Database,Generated
Bizim Beyoğlu Yatırım San. Tic. A.Ş.,+90 216 318 40 45,,office@bizimbeyogluyat.com,BAD,Ali Yıldız,Gaziosmanpaşa,Generated Database,Generated
Marmara Satış Ltd.,+90 542 156 98 40,,ist.direktor@marmarasatis.net.tr,BAD,,Gaziosmanpaşa,Generated Database,Generated
Secure Consulting,+90 541 534 36 58,https://www.secureconsultin.com.tr,ist.bilgi@secureconsultin.com.tr,BAD,Erkan Özdemir,Gaziosmanpaşa,Generated Database,Generated
Altın Geliştirme Gayrimenkul A.Ş.,+90 543 741 39 84,,contact@altingelistirme.com.tr,BAD,Serkan Korkmaz,Gaziosmanpaşa,Generated Database,Generated
Silver Orman Yapı Ltd. Şti.,+90 212 372 16 84,,bilgi1@silverormanyapi.com,BAD,İsmail Kara,Güngören,Generated Database,Generated
Elite Gayrimenkul İnşaat Ltd. Şti.,+90 548 855 20 66,https://www.eliteinsaatsti.info.tr,ist.general@eliteinsaatsti.info.tr,BAD,Zeynep Kılıç,Güngören,Generated Database,Generated
Emin Marketing Ltd. Şti.,+90 216 982 45 57,https://www.eminmarketingst.com.tr,customer@eminmarketingst.com.tr,BAD,Erkan Tuncer,Güngören,Generated Database,Generated
Sağlam Konsultant Ltd. Şti.,+90 541 195 84 77,,istanbul.genel@saglamkonsultan.net.tr,BAD,Hüseyin Çelik,Güngören,Generated Database,Generated
Beyoğlu Yeşil Emlak Ltd.,+90 537 231 85 19,https://www.beyogluyesil.net.tr,consultant@beyogluyesil.net.tr,BAD,Dilek Aksoy,Güngören,Generated Database,Generated
Silver Consulting,+90 536 840 19 45,,contact@silver.org.tr,BAD,Nevin Korkmaz,Güngören,Generated Database,Generated
Royal Sağlam Konut Ltd. Şti.,+90 538 138 92 50,https://www.royalsaglamkonu.com,istanbul.manager@royalsaglamkonu.com,BAD,Fatih Kılıç,Güngören,Generated Database,Generated
Home Emlak,+90 530 575 12 45,https://www.home.com,general@home.com,BAD,Kemal Bulut,Güngören,Generated Database,Generated
Platinum Geliştirme,+90 548 887 66 76,https://www.platinumgelisti.com,iletisim@platinumgelisti.com,BAD,Abdullah Türk,Güngören,Generated Database,Generated
İleriye Millet Kiralama Ltd. Şti.,+90 545 801 62 29,,istanbul.musteri@ileriyemilletki.com.tr,BAD,Serkan Kurt,Güngören,Generated Database,Generated
Yeni Kiralama A.Ş.,+90 212 518 46 26,https://www.yenikiralamaas.com.tr,mudur.ist@yenikiralamaas.com.tr,BAD,Abdullah Özkan,Güngören,Generated Database,Generated
Trust Gayrimenkul A.Ş.,+90 545 452 21 12,https://www.trustas.com,info@trustas.com,BAD,Yusuf Özdemir,Güngören,Generated Database,Generated
Aile Yapı İnş. San. Tic. Ltd. Şti.,+90 534 919 25 19,https://www.aileyapiinssant.info.tr,servis.ist@aileyapiinssant.info.tr,BAD,,Güngören,Generated Database,Generated
Nehir Rental Gayrimenkul A.Ş.,+90 212 693 92 61,https://www.nehirrentalas.info.tr,service@nehirrentalas.info.tr,BAD,Ali Çetin,Güngören,Generated Database,Generated
Ege Danışmanlık Ltd. Şti.,+90 542 923 93 30,https://www.egedanismanliks.com,director@egedanismanliks.com,BAD,,Güngören,Generated Database,Generated
İş Gayrimenkul Ltd.,+90 541 350 45 33,,genel@isemlak.com,BAD,Cem Işık,Güngören,Generated Database,Generated
Garden Güven Investment İnşaat Ltd. Şti.,+90 546 837 56 87,https://www.gardenguveninve.net.tr,direktor@gardenguveninve.net.tr,BAD,,Güngören,Generated Database,Generated
Güvenli Konut İnş. San. Tic. Ltd. Şti.,+90 212 770 57 64,https://www.guvenlikonutins.com,customer@guvenlikonutins.com,BAD,Ömer Yıldız,Güngören,Generated Database,Generated
Future Emlak Ltd.,+90 216 769 33 82,https://www.future.info.tr,ofis@future.info.tr,BAD,İbrahim Korkmaz,Güngören,Generated Database,Generated
Industry İnşaat İnş. San. Tic. Ltd. Şti.,+90 541 837 90 48,https://www.industryinsaati.com,ist.director@industryinsaati.com,BAD,,Güngören,Generated Database,Generated
Reliable Emlak Ltd. Şti.,+90 540 977 15 53,,sales@reliablesti.net.tr,BAD,,Güngören,Generated Database,Generated
Prestij Konsultant Ltd.,+90 212 348 77 66,,service@prestijkonsulta.info.tr,BAD,,Güngören,Generated Database,Generated
